CANAL;COMENTARIO
CONOCE-AQUI;muy pocas veces se puede usar
CONOCE-AQUI;buebi6ktykk
CONOCE-AQUI;OK
CONOCE-AQUI;LA PROSIMA MEJOREN
CONOCE-AQUI;excelente
CONOCE-AQUI;OK
CONOCE-AQUI;ninguna
CONOCE-AQUI;OK
CONOCE-AQUI;muy bien
CONOCE-AQUI;NO
CONOCE-AQUI;Ok
CONOCE-AQUI;.
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;en partidas lasgas ampliar el tiempo
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;"falta imprimir no encuentro el boton
"
CONOCE-AQUI;WEDWDDC
CONOCE-AQUI;No funciona 
CONOCE-AQUI;Excelente 
CONOCE-AQUI;gracias
CONOCE-AQUI;.
CONOCE-AQUI;Ok
CONOCE-AQUI;Ok
CONOCE-AQUI;b
CONOCE-AQUI;Excelente 
CONOCE-AQUI;.,
CONOCE-AQUI;bkt747
CONOCE-AQUI;OK
CONOCE-AQUI;DDDDDDDDDDDDDDDDD
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;RHDF
CONOCE-AQUI;vcxvxcvxc
CONOCE-AQUI;ok
CONOCE-AQUI;bueno
CONOCE-AQUI;"GRACIAS POR LA INFORMACION ME FUE UTIL
"
CONOCE-AQUI;seria bueno poder ver los planos
CONOCE-AQUI;ok
CONOCE-AQUI;UTL
CONOCE-AQUI;No
CONOCE-AQUI;H
CONOCE-AQUI;muy satisfecho
CONOCE-AQUI;DASDASD
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;OK
CONOCE-AQUI;BIEN
CONOCE-AQUI;bien
CONOCE-AQUI;EXCELENTE!
CONOCE-AQUI;EXCELENTE SERVICIO
CONOCE-AQUI;: )
CONOCE-AQUI;.
CONOCE-AQUI;g
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;bueno
CONOCE-AQUI;"ooco tiempo
"
CONOCE-AQUI;muy bien
CONOCE-AQUI;excelente servicio
CONOCE-AQUI;.
CONOCE-AQUI;Q
CONOCE-AQUI;ñ.
CONOCE-AQUI;excelente
CONOCE-AQUI;.
CONOCE-AQUI;D
CONOCE-AQUI;OK
CONOCE-AQUI;la doctora de la izquierda es un amor 
CONOCE-AQUI;Ok
CONOCE-AQUI;Ok
CONOCE-AQUI;gRACIAS
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;EXCE
CONOCE-AQUI;wasap
CONOCE-AQUI;XXXXXXXXXXXXXXXXXX
CONOCE-AQUI;Excelente 
CONOCE-AQUI;ok
CONOCE-AQUI;PRINT
CONOCE-AQUI;.
CONOCE-AQUI;"BUEN SERVICIO
"
CONOCE-AQUI;BUENO
CONOCE-AQUI;OK
CONOCE-AQUI;sd
CONOCE-AQUI;EXELENTE SERVICIO
CONOCE-AQUI;NO ENCONTRÓ MI PARTIDA
CONOCE-AQUI;OK
CONOCE-AQUI;BIEN
CONOCE-AQUI;SI
CONOCE-AQUI;OK
CONOCE-AQUI;"todo bien
"
CONOCE-AQUI;m
CONOCE-AQUI;jhmn 
CONOCE-AQUI;.
CONOCE-AQUI;DDDDDD
CONOCE-AQUI;si
CONOCE-AQUI;d
CONOCE-AQUI;excelente
CONOCE-AQUI;KK
CONOCE-AQUI;OK
CONOCE-AQUI;DS
CONOCE-AQUI;SS
CONOCE-AQUI;excelente 
CONOCE-AQUI;OK
CONOCE-AQUI;No permite descargar 
CONOCE-AQUI;"muy buena
"
CONOCE-AQUI;Es bueno porque permite ver un poco el historial de lo que estamos por comprar
CONOCE-AQUI;Bien
CONOCE-AQUI;FALTAN DATOS
CONOCE-AQUI;muy bien
CONOCE-AQUI;"QUISIERA QUE SE PODRIA CONSULTAR SIN TENER QUE PONER LA FECHA DE EMISION SOLO CON EL NUMERO DE DNI
"
CONOCE-AQUI;Nd
CONOCE-AQUI;ok
CONOCE-AQUI;m
CONOCE-AQUI;BIEN
CONOCE-AQUI;Bueno 
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;VDHGFH
CONOCE-AQUI;"cc
"
CONOCE-AQUI;Ok 
CONOCE-AQUI;"OK
"
CONOCE-AQUI;bien
CONOCE-AQUI;ok
CONOCE-AQUI;"OKIIII
"
CONOCE-AQUI;P15314404 NO SE VE
CONOCE-AQUI;"biwn
"
CONOCE-AQUI;ok 
CONOCE-AQUI;C
CONOCE-AQUI;excelente
CONOCE-AQUI;Muy bueno
CONOCE-AQUI;bueno  la atencion
CONOCE-AQUI;.
CONOCE-AQUI;pdf
CONOCE-AQUI;BUENA PLATAFORMA
CONOCE-AQUI;es rapido
CONOCE-AQUI;muchas gracias
CONOCE-AQUI;buenisimo
CONOCE-AQUI;JJJJ
CONOCE-AQUI;Excelente plataforma informativa muchas gracias 
CONOCE-AQUI;SIGAN ASI
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;d
CONOCE-AQUI;ok
CONOCE-AQUI;GB
CONOCE-AQUI;Ok
CONOCE-AQUI;.
CONOCE-AQUI;X
CONOCE-AQUI;6
CONOCE-AQUI;OK
CONOCE-AQUI;k
CONOCE-AQUI;ok
CONOCE-AQUI;MUCHAS GRACIAS
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;g
CONOCE-AQUI;bien
CONOCE-AQUI;OK
CONOCE-AQUI;AYS
CONOCE-AQUI;.
CONOCE-AQUI;gracias
CONOCE-AQUI;aaa
CONOCE-AQUI;"okj
"
CONOCE-AQUI;ñ{
CONOCE-AQUI;ol
CONOCE-AQUI;BIEN.
CONOCE-AQUI;Ok
CONOCE-AQUI;OK
CONOCE-AQUI;K
CONOCE-AQUI;"tener mas oportunidades de busqueda
"
CONOCE-AQUI;bien
CONOCE-AQUI;Excelent
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;"muy útil
"
CONOCE-AQUI;ok
CONOCE-AQUI;n
CONOCE-AQUI;muy bien
CONOCE-AQUI;dvdfvg
CONOCE-AQUI;"bueno
"
CONOCE-AQUI;BUENO
CONOCE-AQUI;ok
CONOCE-AQUI;Bueno
CONOCE-AQUI;v
CONOCE-AQUI;excelente
CONOCE-AQUI;Ok
CONOCE-AQUI;No está disponible el servicio 
CONOCE-AQUI;Ok
CONOCE-AQUI;Gracias
CONOCE-AQUI;.
CONOCE-AQUI;.
CONOCE-AQUI;"OK
"
CONOCE-AQUI;todo bien 
CONOCE-AQUI;oPcion de ver pagina completa y no solo por porcentajes de visualizacion
CONOCE-AQUI;OK
CONOCE-AQUI;todo bien
CONOCE-AQUI;OK
CONOCE-AQUI;"Bien
"
CONOCE-AQUI;*
CONOCE-AQUI;buena
CONOCE-AQUI;Se pueden descifrar los manuscritos que tienen un alto grado de ilegibilidad, gracias
CONOCE-AQUI;MUY INTERESANTE 
CONOCE-AQUI;INTEROPERABILIDAD CON ENTIDADES PUBLICAS MEDIANTE CONVENIO
CONOCE-AQUI;.
CONOCE-AQUI;eXCELENTE, PARA INFORMARSE, Y NO COMPRAR PREDIOS EMBARGADOS
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;Muchas gracias ! 
CONOCE-AQUI;Bueno 
CONOCE-AQUI;4
CONOCE-AQUI;S
CONOCE-AQUI;A
CONOCE-AQUI;sad
CONOCE-AQUI;ok
CONOCE-AQUI;safafgs
CONOCE-AQUI;excelente
CONOCE-AQUI;kjk
CONOCE-AQUI;excelente
CONOCE-AQUI;FFDFF
CONOCE-AQUI;bueno
CONOCE-AQUI;excelente
CONOCE-AQUI;OK
CONOCE-AQUI;E
CONOCE-AQUI;excelente
CONOCE-AQUI;d
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;668
CONOCE-AQUI;..
CONOCE-AQUI;OK
CONOCE-AQUI;excelente
CONOCE-AQUI;ok
CONOCE-AQUI;s
CONOCE-AQUI;BUENO
CONOCE-AQUI;excelente
CONOCE-AQUI;.
CONOCE-AQUI;k
CONOCE-AQUI;HRETH
CONOCE-AQUI;"bueno
"
CONOCE-AQUI;BIEN
CONOCE-AQUI;habilitar el acceso a las partidas solo con ruc
CONOCE-AQUI;ok
CONOCE-AQUI;Muy celiz
CONOCE-AQUI;.
CONOCE-AQUI;S
CONOCE-AQUI;S
CONOCE-AQUI;Rapido
CONOCE-AQUI;OPK
CONOCE-AQUI;-
CONOCE-AQUI;bien
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE 
CONOCE-AQUI;todo ok
CONOCE-AQUI;OK
CONOCE-AQUI;"amigable
"
CONOCE-AQUI;hh
CONOCE-AQUI;BUENAZO
CONOCE-AQUI;EXTRAORDINARIO
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;BIEN.
CONOCE-AQUI;Bn
CONOCE-AQUI;Bueno
CONOCE-AQUI;ok
CONOCE-AQUI;Bien 
CONOCE-AQUI;EXCELENTE IDEA.
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;Excelente ¿¿ 
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;incompleto
CONOCE-AQUI;Ni
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;deberia poderse descargar
CONOCE-AQUI;gracias
CONOCE-AQUI;Y
CONOCE-AQUI;ok
CONOCE-AQUI;eXCELENTE
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;es util la aplicacion
CONOCE-AQUI;SE DEBERÍA PODER IMPRIMIR O GUARDAR LA INFORMACIÓN. LA SESIÓN DEBERÍA DURAR MÁS TIEMPO.
CONOCE-AQUI;gracias
CONOCE-AQUI;:)
CONOCE-AQUI;"excelente seria bueno poder imprimir
"
CONOCE-AQUI;QW
CONOCE-AQUI;"dejas imprimir
"
CONOCE-AQUI;ok.
CONOCE-AQUI;R
CONOCE-AQUI;rg
CONOCE-AQUI;pagina amigable
CONOCE-AQUI;Bueno
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;.
CONOCE-AQUI;dasdasda
CONOCE-AQUI;t
CONOCE-AQUI;Muy bien este servicio 
CONOCE-AQUI;excelente servicio
CONOCE-AQUI;FXHJYTRJ
CONOCE-AQUI;buena pero dificil de encontrar 
CONOCE-AQUI;h
CONOCE-AQUI;DEBERIA PODERSE IMRIMIR
CONOCE-AQUI;OK
CONOCE-AQUI;bueno
CONOCE-AQUI;"OK
"
CONOCE-AQUI;NB
CONOCE-AQUI;"MUY BIEN
"
CONOCE-AQUI;.
CONOCE-AQUI;WETWET
CONOCE-AQUI;OK
CONOCE-AQUI;Gracias por el servicio gratuito para realizar los tramites sin errores
CONOCE-AQUI;gracias
CONOCE-AQUI;GDS
CONOCE-AQUI;ok
CONOCE-AQUI;S
CONOCE-AQUI;debe dejar imprimir 
CONOCE-AQUI;GOOD
CONOCE-AQUI;ya
CONOCE-AQUI;OK
CONOCE-AQUI;BIEN
CONOCE-AQUI;good
CONOCE-AQUI;k
CONOCE-AQUI;.
CONOCE-AQUI;´´P
CONOCE-AQUI;"OK
"
CONOCE-AQUI;"ok
"
CONOCE-AQUI;pl
CONOCE-AQUI;BIEN
CONOCE-AQUI;Ok
CONOCE-AQUI;OK
CONOCE-AQUI;Excelente
CONOCE-AQUI;"muy buena graciass
"
CONOCE-AQUI;bien
CONOCE-AQUI;Excelente 
CONOCE-AQUI;GNR
CONOCE-AQUI;bien
CONOCE-AQUI;v
CONOCE-AQUI;xsxfcfghc 
CONOCE-AQUI;.
CONOCE-AQUI;G
CONOCE-AQUI;dsfgdsg
CONOCE-AQUI;yhugh
CONOCE-AQUI;ok
CONOCE-AQUI;OKOK
CONOCE-AQUI;muy agradecida por la informacion
CONOCE-AQUI;OK
CONOCE-AQUI;n
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;no
CONOCE-AQUI;D
CONOCE-AQUI;Ok
CONOCE-AQUI;OK
CONOCE-AQUI;100
CONOCE-AQUI;.
CONOCE-AQUI;bien
CONOCE-AQUI;S
CONOCE-AQUI;S
CONOCE-AQUI;bien
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;bueno
CONOCE-AQUI;MUY BUENO 
CONOCE-AQUI;todo bien
CONOCE-AQUI;ok
CONOCE-AQUI;awd
CONOCE-AQUI;OK
CONOCE-AQUI;VERAZ
CONOCE-AQUI;-
CONOCE-AQUI;Hshfbd
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;eXCELENTE UNA GRAN AYUDA PARA CONOCER EL ESTADO DE LA PROPIEDAD
CONOCE-AQUI;buen servicio
CONOCE-AQUI;k
CONOCE-AQUI;EXCELENTE SERVICIO
CONOCE-AQUI;HASTA EL MOMENTO MUY BUENA
CONOCE-AQUI;todo bien
CONOCE-AQUI;Sólo me permite visualizar el RUBRO C00016 DE LA PARTIDA. ES UNA INFORMACIÓN SESGADA E INCOMPLETA.
CONOCE-AQUI;bien
CONOCE-AQUI;.
CONOCE-AQUI;Que habiliten para descargar 
CONOCE-AQUI;.
CONOCE-AQUI;Todo muy didactico
CONOCE-AQUI;H
CONOCE-AQUI;bueno
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;ert
CONOCE-AQUI;wdq3dr
CONOCE-AQUI;Muy satisfecho y buena plataforma
CONOCE-AQUI;EXCE
CONOCE-AQUI;DSF
CONOCE-AQUI;1
CONOCE-AQUI;N
CONOCE-AQUI;ok
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;j
CONOCE-AQUI;nhv
CONOCE-AQUI;Muy buen servicio, gracias
CONOCE-AQUI;ok
CONOCE-AQUI;BIEN
CONOCE-AQUI;es una buena alternativa.
CONOCE-AQUI;DEBE DEJARNOS GUARDAR ARCHIVO
CONOCE-AQUI;gracias
CONOCE-AQUI;Xx
CONOCE-AQUI;-
CONOCE-AQUI;SDSD
CONOCE-AQUI;Excelente
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;S
CONOCE-AQUI;9
CONOCE-AQUI;POCO TIEMPO
CONOCE-AQUI;Buen 
CONOCE-AQUI;XD
CONOCE-AQUI;22222222222222
CONOCE-AQUI;pl
CONOCE-AQUI;BUENA
CONOCE-AQUI;"excelente plataforma
"
CONOCE-AQUI;1
CONOCE-AQUI;P
CONOCE-AQUI;"excelente
"
CONOCE-AQUI;.
CONOCE-AQUI;Ok
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;a
CONOCE-AQUI;1
CONOCE-AQUI;bien
CONOCE-AQUI;bien
CONOCE-AQUI;bien
CONOCE-AQUI;OK
CONOCE-AQUI;cdsvcsdvcccvs
CONOCE-AQUI;llo
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;.
CONOCE-AQUI;Bien
CONOCE-AQUI;S
CONOCE-AQUI;OK
CONOCE-AQUI;Y
CONOCE-AQUI;Solo se visualiza la ultima inscripción, deberia de poder visualizar tambien las anteriores
CONOCE-AQUI;OK
CONOCE-AQUI;}
CONOCE-AQUI;OK
CONOCE-AQUI;debe haber mas nros de visualizaciones
CONOCE-AQUI;BIEN
CONOCE-AQUI;Muybueno
CONOCE-AQUI;xxg
CONOCE-AQUI;"BUENO
"
CONOCE-AQUI;aaa
CONOCE-AQUI;f
CONOCE-AQUI;muy bueno
CONOCE-AQUI;Muy difícil la visualización en celular 
CONOCE-AQUI;BIEN
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;S
CONOCE-AQUI;MA TIEMPO
CONOCE-AQUI;OK
CONOCE-AQUI;-
CONOCE-AQUI;FDAF
CONOCE-AQUI;OK
CONOCE-AQUI;cc
CONOCE-AQUI;ok
CONOCE-AQUI;excelente
CONOCE-AQUI;.
CONOCE-AQUI;"xd
"
CONOCE-AQUI;X
CONOCE-AQUI;gRACIAS
CONOCE-AQUI;ok
CONOCE-AQUI;Ok
CONOCE-AQUI;ninguno
CONOCE-AQUI;hhh
CONOCE-AQUI;Ok
CONOCE-AQUI;".
"
CONOCE-AQUI;Bien
CONOCE-AQUI;QEWTGqeG
CONOCE-AQUI;MUY BUEN SERVICIO
CONOCE-AQUI;Muy bueno
CONOCE-AQUI;,
CONOCE-AQUI;POCO TIEMPO, 
CONOCE-AQUI;nbvnvbn
CONOCE-AQUI;"La partida que consulté es antigua y se hacía escrita a mano, y ésa parte del documento no figura, sólo la parte que está a máquina...
Debería estar digitalizado toda la partida no solamente el último asiento que ya está escrito a máquina..."
CONOCE-AQUI;"deberian verse las paginas completas
"
CONOCE-AQUI;ok.
CONOCE-AQUI;FDH
CONOCE-AQUI;vvvv
CONOCE-AQUI;Buenisimo
CONOCE-AQUI;OK
CONOCE-AQUI;Goog
CONOCE-AQUI;BENIO
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;Agrandar la ventana para leer la partida
CONOCE-AQUI;bien
CONOCE-AQUI;ok
CONOCE-AQUI;"OK
"
CONOCE-AQUI;huili
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;muy buena
CONOCE-AQUI;GFHJFGJFGJFGHJGD
CONOCE-AQUI;.
CONOCE-AQUI;mUY FÁCIL Y PRÁCTICO DE USAR.
CONOCE-AQUI;muy bien 
CONOCE-AQUI;excelente
CONOCE-AQUI;UUYF
CONOCE-AQUI;ok
CONOCE-AQUI;GD
CONOCE-AQUI;bueno
CONOCE-AQUI;excelente
CONOCE-AQUI;C
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;YUYU
CONOCE-AQUI;F
CONOCE-AQUI;good
CONOCE-AQUI;1111111111111
CONOCE-AQUI;JHGHYRF
CONOCE-AQUI;.
CONOCE-AQUI;Me robaron mi carro y no obtengo ayuda  928289156 ayuda 
CONOCE-AQUI;BIEN
CONOCE-AQUI;D
CONOCE-AQUI;KK
CONOCE-AQUI;su servicio esta excelente. he vuelto a consultar despues de unos meses y la plataforma a mejorado mucho en funcionalidad, los felicito!
CONOCE-AQUI;G
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;mas vistas
CONOCE-AQUI;se debe tener varias opciones 
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;SVFV
CONOCE-AQUI;JJ
CONOCE-AQUI;excelente
CONOCE-AQUI;Si
CONOCE-AQUI;es bueno tener esta informacion
CONOCE-AQUI;ES MUY RAPIDA Y VERAZ
CONOCE-AQUI;Sigan  mejorando. Gracias
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;sdadsadsfdsfdsf
CONOCE-AQUI;OK
CONOCE-AQUI;"no permite regresar tienes que salir
"
CONOCE-AQUI;Bueno
CONOCE-AQUI;INERESANTE
CONOCE-AQUI;CFDV
CONOCE-AQUI;esta bien la pagina
CONOCE-AQUI;bien
CONOCE-AQUI;bueno
CONOCE-AQUI;BUENA
CONOCE-AQUI;"excelente
"
CONOCE-AQUI;No sale mucha información 
CONOCE-AQUI;gracias
CONOCE-AQUI;";83!"
CONOCE-AQUI;BUEN PROGRAMA
CONOCE-AQUI;"GRACIAS A ESTA AYUDA PARA EL CUIDADANO 
"
CONOCE-AQUI;.
CONOCE-AQUI;X
CONOCE-AQUI;PERFECTO
CONOCE-AQUI;A
CONOCE-AQUI;No permite descarga la ficha
CONOCE-AQUI;bueno
CONOCE-AQUI;"                OK
"
CONOCE-AQUI; 
CONOCE-AQUI;todo rapido,muy bien
CONOCE-AQUI;descargar en pdf
CONOCE-AQUI;Ok
CONOCE-AQUI;SA
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;no puedo buscar otra vez
CONOCE-AQUI;ok
CONOCE-AQUI;"DEBERIAN DAR LA OPCION DE IMPRIMIR LA FICHA REGISTRAL ES MUY NESESARIO GRACIAS 
"
CONOCE-AQUI;ydtjh
CONOCE-AQUI;Mi problema es de internet
CONOCE-AQUI;o.k
CONOCE-AQUI;B
CONOCE-AQUI;.
CONOCE-AQUI;awe
CONOCE-AQUI;BUENO
CONOCE-AQUI;bueno
CONOCE-AQUI;excelente servicio
CONOCE-AQUI;OK
CONOCE-AQUI;I
CONOCE-AQUI;NO PUEDO IMPRIMIR
CONOCE-AQUI;ok
CONOCE-AQUI;Excelente servicio
CONOCE-AQUI;S
CONOCE-AQUI;Bien 
CONOCE-AQUI;.
CONOCE-AQUI;DEBERÍA poder imprimirse INFORMACIÓN
CONOCE-AQUI;.
CONOCE-AQUI;"ok
"
CONOCE-AQUI;5
CONOCE-AQUI;mas tiempo debe ser
CONOCE-AQUI;facilitar mas tiempo
CONOCE-AQUI;Muy útil
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;Bueno 
CONOCE-AQUI;"MUYBUENO
"
CONOCE-AQUI;BUENO
CONOCE-AQUI;.
CONOCE-AQUI;sadas
CONOCE-AQUI;OK
CONOCE-AQUI;20
CONOCE-AQUI;No sé visualiza al detalle
CONOCE-AQUI;Es una excelente plataforma
CONOCE-AQUI;bien
CONOCE-AQUI;r
CONOCE-AQUI;ok
CONOCE-AQUI;se debe permitir la impresion, ya que el documento solo tiene caracter informatico con sello de agua
CONOCE-AQUI;EXCELENTE SERVICIO, GRACIAS.
CONOCE-AQUI;bien
CONOCE-AQUI;ok
CONOCE-AQUI;BUEN SERVICIO
CONOCE-AQUI;muuy bueno
CONOCE-AQUI;G
CONOCE-AQUI;.
CONOCE-AQUI;1
CONOCE-AQUI;.
CONOCE-AQUI;"BUENO
"
CONOCE-AQUI;XC
CONOCE-AQUI;excelente
CONOCE-AQUI;nnnn
CONOCE-AQUI;Bien
CONOCE-AQUI;-
CONOCE-AQUI;beno
CONOCE-AQUI;DVXVB
CONOCE-AQUI;N
CONOCE-AQUI;gracias
CONOCE-AQUI;EXCELENTE INFORMACIÓN AL USUARIO
CONOCE-AQUI;.
CONOCE-AQUI;Excelente. gracias
CONOCE-AQUI;muy buena
CONOCE-AQUI;-
CONOCE-AQUI;BUEN SERVICIO
CONOCE-AQUI;j,,j
CONOCE-AQUI;"ojala se pudiera descargar la partida para fines de  investigacion
"
CONOCE-AQUI;Ok
CONOCE-AQUI;"EXCELENTE
"
CONOCE-AQUI;H
CONOCE-AQUI;OK
CONOCE-AQUI;todo ok
CONOCE-AQUI;DEBEN PERMITIR INGRESAR INDEFINIDAMENTE
CONOCE-AQUI;Excelente 
CONOCE-AQUI;ok
CONOCE-AQUI;LIKE
CONOCE-AQUI;OK
CONOCE-AQUI;dfghtrhyt
CONOCE-AQUI;BIEN
CONOCE-AQUI;LIKE
CONOCE-AQUI;ok
CONOCE-AQUI;Ok
CONOCE-AQUI;excelente
CONOCE-AQUI;gser
CONOCE-AQUI;CCC
CONOCE-AQUI;ok
CONOCE-AQUI;MASO
CONOCE-AQUI;"ok
"
CONOCE-AQUI;SI
CONOCE-AQUI;mejorar
CONOCE-AQUI;BIEN
CONOCE-AQUI;genial
CONOCE-AQUI;j
CONOCE-AQUI;OK
CONOCE-AQUI;S
CONOCE-AQUI;s
CONOCE-AQUI;bien
CONOCE-AQUI;muy buena la información que propoprcionan 
CONOCE-AQUI;sadadad
CONOCE-AQUI;bien
CONOCE-AQUI;bien
CONOCE-AQUI;"bueno
"
CONOCE-AQUI;iuyu8y
CONOCE-AQUI;SE DEBERIA ABRIR VARIAS VENTANAS CON EL MISMO DNI SIN CERRAR.
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;XZ
CONOCE-AQUI;L+
CONOCE-AQUI;ok
CONOCE-AQUI;VIEN
CONOCE-AQUI;"OK
"
CONOCE-AQUI;ok
CONOCE-AQUI;"muy bueno
"
CONOCE-AQUI;MUY INTERESANTE Y ME FACILITO LA INFORMACION QUE BUSCABA
CONOCE-AQUI;.
CONOCE-AQUI;MUY BUEN SERVICIO, MUCHAS GRACIAS 
CONOCE-AQUI;BIEN
CONOCE-AQUI;Solo falta activar la opcion de imprimir
CONOCE-AQUI;eXCELENTE
CONOCE-AQUI;W
CONOCE-AQUI;"OK
"
CONOCE-AQUI;.
CONOCE-AQUI;F
CONOCE-AQUI;..
CONOCE-AQUI;AAAAAA
CONOCE-AQUI;DDD
CONOCE-AQUI;"ok
"
CONOCE-AQUI;aedsf
CONOCE-AQUI;YTRYT5Y6T
CONOCE-AQUI;Jajaj
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;Excelente 
CONOCE-AQUI;ok
CONOCE-AQUI;c
CONOCE-AQUI;BUENO
CONOCE-AQUI;C
CONOCE-AQUI;RAPIDO
CONOCE-AQUI;.
CONOCE-AQUI;bien
CONOCE-AQUI;E
CONOCE-AQUI;BIEN
CONOCE-AQUI;ME PARECE BUENO PARA AGILIZAR LA CONSULTA
CONOCE-AQUI;"OK
"
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;La exper en celular es terrible
CONOCE-AQUI;.
CONOCE-AQUI;"JKLCJDWAKDHGJIAEFG
"
CONOCE-AQUI;ok
CONOCE-AQUI;buen servicio
CONOCE-AQUI;"excelente
"
CONOCE-AQUI;OK
CONOCE-AQUI;sonrian 
CONOCE-AQUI;ddd
CONOCE-AQUI;BUENO
CONOCE-AQUI;Ok
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;SI
CONOCE-AQUI;te amo 
CONOCE-AQUI;bien
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;"SE NECESITA DE MAYOR TIEMPO
"
CONOCE-AQUI;1
CONOCE-AQUI;bien
CONOCE-AQUI;practico
CONOCE-AQUI;KMKM
CONOCE-AQUI;.
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;BIEN
CONOCE-AQUI;sd
CONOCE-AQUI;No debe sacarte del sistema a cada momento
CONOCE-AQUI;listo
CONOCE-AQUI;bueno
CONOCE-AQUI;bueno
CONOCE-AQUI;...
CONOCE-AQUI;FDSF
CONOCE-AQUI;OK
CONOCE-AQUI;J
CONOCE-AQUI;bueno
CONOCE-AQUI;muy bien
CONOCE-AQUI;dc
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;1
CONOCE-AQUI;1
CONOCE-AQUI;gran apoyo laboral
CONOCE-AQUI;WW
CONOCE-AQUI;pójpoj
CONOCE-AQUI;BUENA
CONOCE-AQUI;buen servicio
CONOCE-AQUI;h
CONOCE-AQUI;kum
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;Okikfjfjfj
CONOCE-AQUI;.
CONOCE-AQUI;muy buena
CONOCE-AQUI;"ok
"
CONOCE-AQUI;.
CONOCE-AQUI;D
CONOCE-AQUI;OK
CONOCE-AQUI;"PODER REGRESAR AL INICIO DE PAGINA Y NO TENER QUE VOLVER A INGRESAR DESDE EL PRINCIPIO SERIA DE GRAN AYUDA
"
CONOCE-AQUI;"M
"
CONOCE-AQUI;Excelente
CONOCE-AQUI;bien
CONOCE-AQUI;Muy bueno 
CONOCE-AQUI;".
"
CONOCE-AQUI;muy buena
CONOCE-AQUI;ok
CONOCE-AQUI;55
CONOCE-AQUI;Ampliar visualización 
CONOCE-AQUI;YA NO SE PUEDE VER LA HOJA RESUMEN DEL COMIENZO
CONOCE-AQUI;okkkkkk
CONOCE-AQUI;Deberías permitir más de 3 búsquedas al dia
CONOCE-AQUI;bueno
CONOCE-AQUI;bueno
CONOCE-AQUI;"dskjvgkl
"
CONOCE-AQUI;Buena herramienta para conocer el estado de mi propiedad
CONOCE-AQUI;debe estar todo el cri complet
CONOCE-AQUI;"BUEN SERVICIO
"
CONOCE-AQUI;Confirme
CONOCE-AQUI;OK
CONOCE-AQUI;ddnd
CONOCE-AQUI;bien
