COMENTARIO;frecuencia
servicio poco didactico;1
servicio pesimo x favor su libro de reclamacion para enviarle la queja correspondiente;1
servicio perfecto;1
servicio paranfiltrar personas naturales;1
servicio optimo tanto del personal como del sistema son de gran ayuda;1
asfasfas;1
servicio obsoleto;1
servicio no esta disponible;1
servidor algo lento al cargar los poligonos;1
servico muy bueno y espero que sigan brindando este tipo de servicio;1
servico ecxelente;1
servicion muy bueno;1
servicio y tiempos de buena calidad;1
servicio util gracias;1
servicio tedioso y no gratuito;1
asfasfaffws;1
servicio seguro sencillo y rapido;1
servicio satisfecho;1
servicio satisfactorio;1
servicio rapido y weficicente me sirvio mucho gracias;1
servicio rapido y una plataforma magnifica;1
servicio rapido y satisfactorio;1
servicio rapido y oportuno;1
servicio rapido y necesario;1
sexo;1
sewgtf;1
sewdfghjkl;1
sevicio estupendo felicitaciones;1
settyty;1
setiene que actualizar la informacion de la propiedad del ano 2024;1
sesupone qu e;1
sesugiere agrerar un boton de regreso para consultar otra partida asi no tenemos que volver a ingresar y generara notificaciones de sesiones iniciadas que se deben cerara;1
seseses;1
seryde;1
servivio;1
servira;1
servio agil;1
servidor muy lento;1
asfasfaa;1
servidor didactico;1
sfbx;1
sfasfsa;1
sfasfs;1
asfasfa;1
sfasfas;1
sfasfaad;1
asfasdf;1
sfasdfas;1
sfasdf;1
sfasa;1
asfasdaw;1
sfagsfd;1
sfafafdsdsgsdgsdgdsg;1
sfaef;1
sf v dfv;1
sexo locos;1
sfer;1
sfeff;1
sfdsrag;1
sfdsfasdfsd;1
asfasd;1
sfdg;1
asfas;1
sfdesar;1
sfdedsfgdgdf;1
sfdd;1
sfdasfds;1
sfdasf;1
sfdafa;1
asfaqqqasfdasf;1
sfdaefa;1
sfda;1
sfsadfa;1
sfsadf;1
sfqwe;1
sfmuy bien muy rapido;1
sfkjdbjfed;1
sfjlcgfuk;1
sfjisjfs;1
sfgsdagsdag;1
sfgs;1
sfgheh;1
sfgh;1
sfgfdgfdgretgsdfsafsafsa;1
sfgd;1
sffs;1
sffokihfjk jaslfdkj;1
sfevfvefeeeevegggrgrvvdvdvdvdfdgfffgffgfg;1
sgataer;1
sgarf;1
sgaga;1
sfwewgweg;1
sfwd;1
sfwaf;1
sfvv;1
sftl mfd;1
sfsv;1
sfse;1
sfsdcfwsecewcewcecew;1
sfsdafdas;1
asfag;1
sfsafagf;1
asfafasf;1
sgsgsaf;1
sgsgesg;1
sgsg;1
sgsdgsdgdsag;1
sgsd;1
sgrsyhdhut;1
sgne;1
sggs;1
sggh;1
sggeg;1
sgfreg;1
sgerggrgrrgrgr;1
sgeh;1
sgdfgdghe;1
asfaefsfdasd;1
sgddas;1
si ayuda ver;1
si ayuda pero bueno seria permitir dejar de imprimir o ampliar la paginas;1
si ayuda mucho;1
si aumenten el tiempo de uso por favor;1
si asi;1
si apoya gracias;1
si apareciera el nombre del propietario seria mejor;1
si antes te hubiera conocidooooooo;1
asetu;1
sheriana;1
shdx;1
shake it off;1
sgvseg;1
sgsgseseges;1
si comentarios;1
si claro bien;1
si busco por partida registral como se a quien le pertenece el predio;1
asfsaasf;1
si buen servicio;1
si buen;1
si bien permite realizar la busqueda y vizualizar la partida es muy pequena la pantalla para revisarla;1
si bien la base de datos no tiene caracter legal es una gran ayuda para hacer una busqueda rapida y tener una idea del predio que se esta buscando;1
si bien gracias;1
si bien es cierto nos facilita conocer nuestra propiedad inscrita resulta muy dificil tomar nota como en mi caso de todos los datos deberia tenerse la oportunidad de imprimir la hoja con los datos pero sin la firma para que no sea mal utilizada;1
si bien es cierto no salio el numero de partida que necesitaba me parece u8n servicio con mucho futuro y que debe seguir mejorando felicitaciones por ello;1
si bien es cierto encontre la poligonal no pude bajar los datos de coordenadas parece que no tenian en el sistema;1
si bie;1
si bastante interesante;1
si el asiento tiene varias paginas poder pasar de una a otra con una flecha quita tiempo bajar hasta el asiento y seleccionar la siguiente pagina;1
si el asiento de la partida lleva un sello de no uso administrativo deberia permitirse su impresion;1
si dicho predio se encuentra en algun letigio para saber si se puede comprar o no;1
si dice varias paginas solo me visualiza una es correcto;1
si deseo ver otra partida tengo que reingresar odos los datos otra vez;1
si deseo saber cuantas propiedades debo de tener la partida registral osea no sirvi de nada esta ayuda;1
si dejara buscar otra partida en la misma sesion seria excelente;1
si debiera permitir imprimir la consulta;1
si dan opcion a ver deberian dar opcion a imprimir;1
si dan la informacion;1
si da informacion del predio de provinci;1
si cumplio mi expectativa;1
si creo que pueden mejorar el servicio;1
si conforme;1
si confirmado;1
si comnetario;1
asfsa;1
si es buena pagina;1
si es buen servicio;1
si encontre solo falta el nombre del dueno;1
si encontre o que queria buena informacion;1
si encontre lo que estaba buscando gracias;1
si encontre lo que buscaba;1
si encontre lo buscado;1
si encontre la informacion que buscaba;1
asfqfe;1
si en el primer ingreso se opuede realizar mas de una busqueda para no salir y volvera a ingresar;1
si elserviciomuyutilgracis;1
si el tiempo de busqueda fuese continuo y sin limite de tiempo seria extraordinario ademas de anadir la posibilidad de subir capas;1
si el sistema dejaria imprimir la hoja seria excelente muchas gracias;1
si el predio es pequeno se traslapan los bordes del terreno;1
si el expediente cuenta con planos tambien los exiben;1
si es solo informativo deberia permitir descargar;1
si es practica la busqueda;1
si es posiblepodrian acceder a la impresion de las partidas;1
si es posible tambien ver el titulo archivado;1
si es posible dejar bajaruna copia;1
si es posible anadir nombre de calles lotes mz en grafico;1
si es muy bueno;1
si es muy amigable gracias;1
si es mas rapido mejor;1
si es importante de utilidad;1
si es gratuito deberia mostrarse la informacion de forma completa y no parcial;1
si es ficha registral indicar cual es la partida registral;1
si es facil pero no esta actualizado solo estan las matrices busque una subdividision del ano 2010 y no la pude encontrar;1
si es facil navegar un poco demora en cargar;1
si es facil manejar el programa;1
si es de utilidad solo falta entrar mas seguido para manejarlo mejor;1
si esta georeferenciado deberia mostrar la ubicacion geografica;1
si esta dejando libro el uso deveria ser todo directo para el ingreso;1
si esta bueno;1
si esta buenno;1
si esta buena muchas gracias;1
si esta buena el tiempo es muy corto;1
asfqd;1
si esta bien todo;1
si esta bien pero no se puede imprimir;1
si esta bien pero busque algunas calles y se me fue dificil encontrar;1
si esta bien como apoyo;1
si es util excelente para verificar levantamientos topograficos que se realizan fisicamente;1
si es una sola pagina de informacion no repetirlo en otra como folio 2 si es lo mismo;1
si es un servicio necesario y util por la rapidez de obtener informacion gracias;1
si es un documento meramente informativo deberian permitir su impresion gracias;1
si estoy satisfecho con la informacion obtenida;1
si estoy satisfecha;1
si estoy aprendiendo;1
si este servicio es de mucha ayuda;1
si estan brindando la visualizacion de manera gratuita pues tambien deberian dejar imprimir;1
si esta ok;1
si esta muy util pero no se puede imprimir;1
si esta muy bueno el servicio en ocasiones demora en cargar la plataforma pero si esta bien;1
si esta muy bueno;1
si esta muy buena la seleccion de la pagina para visualizar solo que muy corto tiempo;1
si esta muy bien nos ayuda a verificar y corroborar el area;1
si esta muy bien gracias ha sido de gran ayuda;1
si esta muy bien gracias;1
si esta muy bien el servicio;1
si esta mucho mejor ver;1
si esta manejable creo que podrian mejorarlo gracias;1
si habia la opcion de imprimir;1
asfgs;1
si gracia no nada;1
si genial;1
si funciono sin problemas;1
si funciona como google maps seria mas rapido por dierccion no funciona horrible;1
si fuera una entidad formal deberian manejar un solo sistema dewgs 84 y no 02 sistemas que ni ustedes mismos sabencomo determinar cual es la ubicacion real del predio;1
si fuera posible un poco mas de tiempo de la sesion pues algunos usuarios somos mayores;1
si fuera posible mejorar la visualizacion no es posible visualizar la pagina completa en consulta;1
si fuera necesario por nombre de propietario;1
si fue genial;1
si facil y rapido gracias;1
si exclusivamente;1
si exclent;1
si excelente;1
si estoy satisfecho por este servicio;1
asffa;1
si me ayudo;1
si los tramites son virtuales las vigencias de poder deben de salir en menos tiempo;1
si las partidas registrales se puedan guardar como pdf;1
si la persona natural ya se identifico con su dni deberia haber una opcion para imprimir o deberian solicitar mayor informacion personal para tener acceso a la impresion gracias;1
si la pagina ocupa mayor area dentro de la visualizacion seria ideal;1
si la pagina es amigable;1
si la informacion ya esta disponible porque no poder imprimirla;1
si la consulta es gratuita por que no puedo imprimir;1
si igual ya tengo la informacion deberia permitir la impresion en las opciones deberia tener como mensajes flotantes sobre el uso;1
si igual vamos a capturar porque no permiten capturemos la pagina completa;1
si hubiese la posibilidad de descargar en pdf seria lo maximo;1
si hubiera forma de descargar la base grafica seria genial;1
si hubiera alguna forma de poder imprimir solo como referencia ya que no tiene ningun valor legal;1
si hola;1
si hay la posibilidad de descargar el pdf de los n de asientos estaria mas que encantado;1
si me sirvio mucho;1
asfewdsf;1
si me sirvio de mucho;1
si me sirvio de apoyo;1
asfdt;1
si me permitiera hacer mas consultas en el tiempo indicado seria ideal;1
si me parece ok todo bien;1
si me parece bien al principio no entendia pero si fue bueno;1
si me parece bien;1
si me ha servido;1
si me gusta;1
